pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_002564065.1__TIGR03160__1__2012,TIGR03160,GCF_002564065.1,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2197615,2198725,-1.0,scaffold_1,2012,CDS,11.0,GCF_002564065.1__arts_core__TIGR03160,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03180__1__7003,TIGR03180,GCF_002564065.1,uao,Uric acid degradation bifunctional protein,7925883,7926408,1.0,scaffold_1,7003,CDS,11.0,GCF_002564065.1__arts_core__TIGR03180,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03188__1__2587,TIGR03188,GCF_002564065.1,hisE,Phosphoribosyl-ATP pyrophosphatase,2806686,2806950,1.0,scaffold_1,2587,CDS,11.0,GCF_002564065.1__arts_core__TIGR03188,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03263__1__2452,TIGR03263,GCF_002564065.1,gmk,Guanylate kinase,2665310,2665913,1.0,scaffold_1,2452,CDS,11.0,GCF_002564065.1__arts_core__TIGR03263,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03346__1__179,TIGR03346,GCF_002564065.1,clpB,Chaperone protein ClpB,169319,171902,-1.0,scaffold_1,179,CDS,11.0,GCF_002564065.1__arts_core__TIGR03346,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03356__1__1606,TIGR03356,GCF_002564065.1,bglA_1,Beta-glucosidase,1749646,1750936,-1.0,scaffold_1,1606,Core,11.0,GCF_002564065.1__arts_core__TIGR03356,✖,✖,✖,NZ_PDBV01000001.1.region005,TIGR03356,BGL: beta-galactosidase,Unclassified,NZ_PDBV01000001.1.region005__arts_bgc,✔,,,,,,1
GCF_002564065.1__TIGR03356__1__5766,TIGR03356,GCF_002564065.1,bglB,Beta-glucosidase B,6480591,6482004,-1.0,scaffold_1,5766,CDS,11.0,GCF_002564065.1__arts_core__TIGR03356,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_002564065.1__TIGR03383__1__7005,TIGR03383,GCF_002564065.1,uox,Uricase,7926750,7927641,1.0,scaffold_1,7005,CDS,11.0,GCF_002564065.1__arts_core__TIGR03383,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03438__1__4157,TIGR03438,GCF_002564065.1,egtD,Histidine N-alpha-methyltransferase,4563833,4564805,-1.0,scaffold_1,4157,CDS,11.0,GCF_002564065.1__arts_core__TIGR03438,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03442__1__4158,TIGR03442,GCF_002564065.1,egtC,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase,4564907,4565666,-1.0,scaffold_1,4158,CDS,11.0,GCF_002564065.1__arts_core__TIGR03442,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03446__1__1274,TIGR03446,GCF_002564065.1,mca_1,Mycothiol S-conjugate amidase,1399505,1400390,1.0,scaffold_1,1274,CDS,11.0,GCF_002564065.1__arts_core__TIGR03446,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03447__1__2576,TIGR03447,GCF_002564065.1,mshC_1,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase,2795639,2796878,1.0,scaffold_1,2576,CDS,11.0,GCF_002564065.1__arts_core__TIGR03447,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03448__1__78,TIGR03448,GCF_002564065.1,mshD_1,Mycothiol acetyltransferase,75218,76130,-1.0,scaffold_1,78,CDS,11.0,GCF_002564065.1__arts_core__TIGR03448,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03449__1__7241,TIGR03449,GCF_002564065.1,mshA_10,D-inositol 3-phosphate glycosyltransferase,8171015,8172317,-1.0,scaffold_1,7241,CDS,11.0,GCF_002564065.1__arts_core__TIGR03449,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03450__1__336,TIGR03450,GCF_002564065.1,ino1,Inositol-3-phosphate synthase,335309,336410,1.0,scaffold_1,336,CDS,11.0,GCF_002564065.1__arts_core__TIGR03450,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03451__1__3486,TIGR03451,40517,-,S-(hydroxymethyl)mycothiol dehydrogenase,3848359,3849445,1.0,scaffold_1,3486,CDS,11.0,GCF_002564065.1__arts_core__TIGR03451,✔,✔,✖,,,,Cellular processes,,✖,GCF_002564065.1__arts_dup__TIGR03451,,,,,2
GCF_002564065.1__TIGR03451__1__4774,TIGR03451,40517,-,S-(hydroxymethyl)mycothiol dehydrogenase,5350182,5351265,-1.0,scaffold_1,4774,CDS,11.0,GCF_002564065.1__arts_core__TIGR03451,✔,✔,✖,,,,Cellular processes,,✖,GCF_002564065.1__arts_dup__TIGR03451,,,,,2
GCF_002564065.1__TIGR03451__1__4821,TIGR03451,GCF_002564065.1,-,S-(hydroxymethyl)mycothiol dehydrogenase,5398542,5399625,-1.0,scaffold_1,4821,Core,11.0,GCF_002564065.1__arts_core__TIGR03451,✔,✔,✖,NZ_PDBV01000001.1.region028,TIGR03451,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,Cellular processes,NZ_PDBV01000001.1.region028__arts_bgc,✔,GCF_002564065.1__arts_dup__TIGR03451,,,,,3
GCF_002564065.1__TIGR03451__1__4843,TIGR03451,GCF_002564065.1,-,S-(hydroxymethyl)mycothiol dehydrogenase,5425011,5426097,1.0,scaffold_1,4843,CDS,11.0,GCF_002564065.1__arts_core__TIGR03451,✔,✔,✖,,,,Cellular processes,,✖,GCF_002564065.1__arts_dup__TIGR03451,,,,,2
GCF_002564065.1__TIGR03534__1__6557,TIGR03534,GCF_002564065.1,prmC_5,Release factor glutamine methyltransferase,7421998,7422895,-1.0,scaffold_1,6557,CDS,11.0,GCF_002564065.1__arts_core__TIGR03534,✖,✔,✖,,,,Protein fate,,✖,,,,,,1
GCF_002564065.1__TIGR03535__1__1377,TIGR03535,GCF_002564065.1,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",1509445,1510435,-1.0,scaffold_1,1377,CDS,11.0,GCF_002564065.1__arts_core__TIGR03535,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03552__1__6407,TIGR03552,GCF_002564065.1,fbiD_2,Phosphoenolpyruvate guanylyltransferase,7263737,7264379,1.0,scaffold_1,6407,CDS,11.0,GCF_002564065.1__arts_core__TIGR03552,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03594__1__5545,TIGR03594,GCF_002564065.1,der_2,GTPase Der,6231617,6233060,-1.0,scaffold_1,5545,CDS,11.0,GCF_002564065.1__arts_core__TIGR03594,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03625__1__7108,TIGR03625,GCF_002564065.1,rplC,50S ribosomal protein L3,8011651,8012302,-1.0,scaffold_1,7108,CDS,11.0,GCF_002564065.1__arts_core__TIGR03625,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03631__1__7077,TIGR03631,GCF_002564065.1,rpsM,30S ribosomal protein S13,7993888,7994266,-1.0,scaffold_1,7077,CDS,11.0,GCF_002564065.1__arts_core__TIGR03631,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03632__1__7076,TIGR03632,GCF_002564065.1,rpsK,30S ribosomal protein S11,7993458,7993863,-1.0,scaffold_1,7076,CDS,11.0,GCF_002564065.1__arts_core__TIGR03632,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03635__1__7099,TIGR03635,GCF_002564065.1,rpsQ,30S ribosomal protein S17,8007208,8007484,-1.0,scaffold_1,7099,CDS,11.0,GCF_002564065.1__arts_core__TIGR03635,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03654__1__7092,TIGR03654,GCF_002564065.1,rplF,50S ribosomal protein L6,8004450,8004990,-1.0,scaffold_1,7092,CDS,11.0,GCF_002564065.1__arts_core__TIGR03654,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03686__1__2604,TIGR03686,GCF_002564065.1,pafA,Pup--protein ligase,2823605,2824964,1.0,scaffold_1,2604,CDS,11.0,GCF_002564065.1__arts_core__TIGR03686,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03687__1__2600,TIGR03687,40517,pup_1,Prokaryotic ubiquitin-like protein Pup,2819707,2819899,1.0,scaffold_1,2600,CDS,11.0,GCF_002564065.1__arts_core__TIGR03687,✔,✔,✖,,,,Protein fate,,✖,GCF_002564065.1__arts_dup__TIGR03687,,,,,2
GCF_002564065.1__TIGR03687__1__2808,TIGR03687,40517,pup_2,Prokaryotic ubiquitin-like protein Pup,3052600,3052789,-1.0,scaffold_1,2808,CDS,11.0,GCF_002564065.1__arts_core__TIGR03687,✔,✔,✖,,,,Protein fate,,✖,GCF_002564065.1__arts_dup__TIGR03687,,,,,2
GCF_002564065.1__TIGR03688__1__2599,TIGR03688,GCF_002564065.1,dop,Pup deamidase/depupylase,2818065,2819553,1.0,scaffold_1,2599,CDS,11.0,GCF_002564065.1__arts_core__TIGR03688,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03689__1__2596,TIGR03689,GCF_002564065.1,arc,Proteasome-associated ATPase,2814311,2816105,1.0,scaffold_1,2596,CDS,11.0,GCF_002564065.1__arts_core__TIGR03689,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03690__1__2601,TIGR03690,GCF_002564065.1,prcB1,Proteasome subunit beta 1,2820096,2820951,1.0,scaffold_1,2601,CDS,11.0,GCF_002564065.1__arts_core__TIGR03690,✖,✖,✔,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03691__1__2602,TIGR03691,GCF_002564065.1,prcA1,Proteasome subunit alpha 1,2821027,2821798,1.0,scaffold_1,2602,CDS,11.0,GCF_002564065.1__arts_core__TIGR03691,✖,✖,✔,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03704__1__4034,TIGR03704,GCF_002564065.1,prmC_3,Release factor glutamine methyltransferase,4432033,4432858,1.0,scaffold_1,4034,CDS,11.0,GCF_002564065.1__arts_core__TIGR03704,✖,✔,✖,,,,Protein synthesis,,✖,,,,,,1
GCF_002564065.1__TIGR03705__1__6408,TIGR03705,GCF_002564065.1,ppk,Polyphosphate kinase,7264478,7266758,1.0,scaffold_1,6408,CDS,11.0,GCF_002564065.1__arts_core__TIGR03705,✖,✖,✖,,,,Central intermediary metabolism,,✖,,,,,,0
GCF_002564065.1__TIGR03725__1__6994,TIGR03725,GCF_002564065.1,-,hypothetical protein,7912501,7913155,-1.0,scaffold_1,6994,CDS,11.0,GCF_002564065.1__arts_core__TIGR03725,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03800__1__2374,TIGR03800,GCF_002564065.1,pdxT,Pyridoxal 5-phosphate synthase subunit PdxT,2583681,2584338,1.0,scaffold_1,2374,CDS,11.0,GCF_002564065.1__arts_core__TIGR03800,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03815__1__739,TIGR03815,GCF_002564065.1,-,hypothetical protein,784029,785190,1.0,scaffold_1,739,CDS,11.0,GCF_002564065.1__arts_core__TIGR03815,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03816__1__745,TIGR03816,GCF_002564065.1,-,hypothetical protein,789611,789974,1.0,scaffold_1,745,CDS,11.0,GCF_002564065.1__arts_core__TIGR03816,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03817__1__747,TIGR03817,GCF_002564065.1,cshB,DEAD-box ATP-dependent RNA helicase CshB,791744,794117,-1.0,scaffold_1,747,CDS,11.0,GCF_002564065.1__arts_core__TIGR03817,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03819__1__740,TIGR03819,GCF_002564065.1,-,Putative conjugal transfer protein,785186,786344,1.0,scaffold_1,740,CDS,11.0,GCF_002564065.1__arts_core__TIGR03819,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03843__1__2555,TIGR03843,GCF_002564065.1,-,hypothetical protein,2774133,2774928,1.0,scaffold_1,2555,CDS,11.0,GCF_002564065.1__arts_core__TIGR03843,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03920__1__5790,TIGR03920,GCF_002564065.1,eccD5_1,ESX-5 secretion system protein EccD5,6574037,6575492,-1.0,scaffold_1,5790,CDS,11.0,GCF_002564065.1__arts_core__TIGR03920,✖,✔,✖,,,,Protein fate,,✖,,,,,,1
GCF_002564065.1__TIGR03920__1__7064,TIGR03920,GCF_002564065.1,eccD5_2,ESX-5 secretion system protein EccD5,7980163,7981609,1.0,scaffold_1,7064,CDS,11.0,GCF_002564065.1__arts_core__TIGR03920,✖,✔,✖,,,,Protein fate,,✖,,,,,,1
GCF_002564065.1__TIGR03921__1__5792,TIGR03921,GCF_002564065.1,-,hypothetical protein,6579642,6580911,1.0,scaffold_1,5792,CDS,11.0,GCF_002564065.1__arts_core__TIGR03921,✖,✖,✖,,,,Protein fate,,✖,,,,,,0
GCF_002564065.1__TIGR03921__1__7065,TIGR03921,GCF_002564065.1,-,hypothetical protein,7981620,7983048,1.0,scaffold_1,7065,CDS,11.0,GCF_002564065.1__arts_core__TIGR03921,✖,✖,✖,,,,Protein fate,,✖,,,,,,0
GCF_002564065.1__TIGR03936__1__1764,TIGR03936,GCF_002564065.1,-,hypothetical protein,1932857,1933652,1.0,scaffold_1,1764,CDS,11.0,GCF_002564065.1__arts_core__TIGR03936,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03941__1__605,TIGR03941,GCF_002564065.1,-,hypothetical protein,648327,648855,1.0,scaffold_1,605,CDS,11.0,GCF_002564065.1__arts_core__TIGR03941,✖,✔,✖,,,,Unknown function,,✖,,,,,,1
GCF_002564065.1__TIGR03953__1__7107,TIGR03953,GCF_002564065.1,rplD,50S ribosomal protein L4,8010965,8011652,-1.0,scaffold_1,7107,CDS,11.0,GCF_002564065.1__arts_core__TIGR03953,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03954__1__1671,TIGR03954,GCF_002564065.1,-,hypothetical protein,1827280,1827670,1.0,scaffold_1,1671,CDS,11.0,GCF_002564065.1__arts_core__TIGR03954,✖,✖,✖,NZ_PDBV01000001.1.region006,TIGR03954,integ_memb_HG: integral membrane protein,Unknown function,NZ_PDBV01000001.1.region006__arts_bgc,✔,,,,,,1
GCF_002564065.1__TIGR03954__1__6489,TIGR03954,GCF_002564065.1,-,hypothetical protein,7356537,7356897,-1.0,scaffold_1,6489,CDS,11.0,GCF_002564065.1__arts_core__TIGR03954,✖,✖,✖,,,,Unknown function,,✖,,,,,,0
GCF_002564065.1__TIGR03960__1__1762,TIGR03960,GCF_002564065.1,-,hypothetical protein,1929120,1931085,1.0,scaffold_1,1762,CDS,11.0,GCF_002564065.1__arts_core__TIGR03960,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03988__1__6693,TIGR03988,GCF_002564065.1,-,hypothetical protein,7584211,7584547,-1.0,scaffold_1,6693,CDS,11.0,GCF_002564065.1__arts_core__TIGR03988,✖,✖,✖,,,,,,✖,,,,,,0
GCF_900116135.1__Cpn10__14__3461,Cpn10,GCF_900116135.1,groS_1,10 kDa chaperonin,1157279,1157570,-1.0,scaffold_14,3461,CDS,11.0,GCF_900116135.1__arts_core__Cpn10,✔,✔,✖,,,,,,✖,GCF_900116135.1__arts_dup__Cpn10,,,,,2
GCF_900116135.1__Cpn10__16__4186,Cpn10,44771,groS_2,10 kDa chaperonin,186413,186734,1.0,scaffold_16,4186,CDS,11.0,GCF_900116135.1__arts_core__Cpn10,✔,✔,✖,,,,,,✖,GCF_900116135.1__arts_dup__Cpn10,,,,,2
GCF_900116135.1__GrpE__16__4201,GrpE,44771,grpE_1,Protein GrpE,205685,206021,-1.0,scaffold_16,4201,CDS,11.0,GCF_900116135.1__arts_core__GrpE,✔,✔,✖,,,,Unclassified,,✖,GCF_900116135.1__arts_dup__GrpE,,,,,2
GCF_900116135.1__GrpE__16__4251,GrpE,44771,grpE_2,Protein GrpE,257102,257786,1.0,scaffold_16,4251,CDS,11.0,GCF_900116135.1__arts_core__GrpE,✔,✔,✖,,,,Unclassified,,✖,GCF_900116135.1__arts_dup__GrpE,,,,,2
GCF_900116135.1__Methyltransf_5__14__2768,Methyltransf_5,GCF_900116135.1,rsmH,Ribosomal RNA small subunit methyltransferase H,403893,404892,-1.0,scaffold_14,2768,CDS,11.0,GCF_900116135.1__arts_core__Methyltransf_5,✖,✖,✖,,,,,,✖,,,,,,0
GCF_900116135.1__PF00044.19__8__481,PF00044.19,GCF_900116135.1,,,124510,125521,1.0,8,481,,,,✖,✖,✔,,,Gp_dh_N,,,✖,,2.9e-56,188.2,cog,cog0057,1
GCF_900116135.1__PF00185.19__12__1366,PF00185.19,GCF_900116135.1,,,4808,5732,-1.0,12,1366,,,,✖,✖,✔,,,OTCace,ResModel,,✖,,1.0999999999999999e-47,160.5,cog,cog0078,1
GCF_900116135.1__PF00185.19__8__400,PF00185.19,GCF_900116135.1,,,46882,47815,1.0,8,400,,,,✖,✖,✔,,,OTCace,ResModel,,✖,,4.3e-37,126.0,cog,cog0540,1
GCF_900116135.1__PF00204.20__16__4113,PF00204.20,GCF_900116135.1,,,100025,101996,-1.0,16,4113,,,,✖,✖,✔,,,DNA_gyraseB,ResModel,,✖,,1.4e-60,202.0,cog,cog0187,1
GCF_900116135.1__PF00227.21__13__2007,PF00227.21,GCF_900116135.1,,,69150,70020,1.0,13,2007,,,,✖,✖,✔,,,Proteasome,,,✖,,8.8e-32,108.5,lcl,2007,1
GCF_900116135.1__PF00227.21__13__2008,PF00227.21,GCF_900116135.1,,,70079,70826,1.0,13,2008,,,,✖,✖,✔,,,Proteasome,,,✖,,6e-28,96.0,cog,cog0638,1
GCF_900116135.1__PF00364.17__12__1588,PF00364.17,GCF_900116135.1,,,251248,255646,1.0,12,1588,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,1e-10,39.9,lcl,1588,1
GCF_900116135.1__PF00364.17__12__1645,PF00364.17,GCF_900116135.1,,,435834,441315,-1.0,12,1645,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,6e-10,37.2,lcl,1645,1
GCF_900116135.1__PF00364.17__12__1800,PF00364.17,GCF_900116135.1,,,602972,606536,1.0,12,1800,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,5.6e-16,56.5,lcl,1800,1
GCF_900116135.1__PF00364.17__12__1926,PF00364.17,GCF_900116135.1,,,741268,742999,1.0,12,1926,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,3.4e-46,153.4,cog,cog0508,1
GCF_900116135.1__PF00364.17__13__2213,PF00364.17,GCF_900116135.1,,,281907,283899,-1.0,13,2213,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,5.7e-18,62.9,cog,cog4770,1
GCF_900116135.1__PF00364.17__13__2396,PF00364.17,GCF_900116135.1,,,480037,483217,1.0,13,2396,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,0.0,43.7,lcl,2396,1
GCF_900116135.1__PF00364.17__14__2641,PF00364.17,GCF_900116135.1,,,263138,264392,-1.0,14,2641,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,1.6000000000000002e-22,77.6,lcl,2641,1
GCF_900116135.1__PF00364.17__14__2982,PF00364.17,GCF_900116135.1,,,623387,626765,-1.0,14,2982,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,0.0,52.2,lcl,2982,1
GCF_900116135.1__PF00364.17__14__3192,PF00364.17,GCF_900116135.1,,,849017,849389,-1.0,14,3192,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,1.4e-05,23.2,cog,cog0509,1
GCF_900116135.1__PF00364.17__14__3733,PF00364.17,GCF_900116135.1,,,1431056,1433054,-1.0,14,3733,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,4.7e-18,63.2,cog,cog4770,1
GCF_900116135.1__PF00364.17__16__4172,PF00364.17,GCF_900116135.1,,,170297,171659,1.0,16,4172,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,8.4e-21,72.0,lcl,4172,1
GCF_900116135.1__PF00364.17__18__4417,PF00364.17,GCF_900116135.1,,,60669,62433,1.0,18,4417,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,2.8e-18,63.9,lcl,4417,1
GCF_900116135.1__PF00364.17__19__4581,PF00364.17,GCF_900116135.1,,,94813,95053,1.0,19,4581,ResModel,,,✖,✖,✔,NZ_FOZX01000007.1.region001,PF00364.17,Biotin_lipoyl: Biotin-requiring enzyme,ResModel,NZ_FOZX01000007.1.region001__arts_bgc,✔,,0.0,53.2,cog,cog0511,2
GCF_900116135.1__PF00364.17__19__4584,PF00364.17,GCF_900116135.1,,,97149,97470,-1.0,19,4584,ResModel,,,✖,✖,✔,NZ_FOZX01000007.1.region001,PF00364.17,Biotin_lipoyl: Biotin-requiring enzyme,ResModel,NZ_FOZX01000007.1.region001__arts_bgc,✔,,1.4e-17,61.7,lcl,4584,2
GCF_900116135.1__PF00364.17__9__537,PF00364.17,GCF_900116135.1,,,51002,51386,1.0,9,537,,,,✖,✖,✔,,,Biotin_lipoyl,ResModel,,✖,,9.7e-06,23.7,cog,cog0509,1
GCF_900116135.1__PF00521.15__16__4112,PF00521.15,GCF_900116135.1,,,97480,99976,-1.0,16,4112,,,,✖,✖,✔,,,DNA_topoisoIV,ResModel,,✖,,6.9e-149,494.9,cog,cog0188,1
GCF_900116135.1__PF01039.17__12__1588,,GCF_900116135.1,,,251248,255646,,,1588,ResModel,,,✖,✖,✖,NZ_FOZX01000003.1.region001,PF01039.17,Carboxyl_trans: Carboxyl transferase domain,,NZ_FOZX01000003.1.region001__arts_bgc,✔,,,,,,1
GCF_900116135.1__PF01039.17__12__1645,,GCF_900116135.1,,,435834,441315,,,1645,ResModel,,,✖,✖,✖,NZ_FOZX01000003.1.region002,PF01039.17,Carboxyl_trans: Carboxyl transferase domain,,NZ_FOZX01000003.1.region002__arts_bgc,✔,,,,,,1
GCF_900116135.1__PF01039.17__13__2214,PF01039.17,GCF_900116135.1,,,283910,285509,-1.0,13,2214,,,,✖,✖,✔,,,Carboxyl_trans,ResModel,,✖,,2.8e-139,463.2,cog,cog4799,1
GCF_900116135.1__PF01039.17__13__2396,,GCF_900116135.1,,,480037,483217,,,2396,ResModel,,,✖,✖,✖,NZ_FOZX01000004.1.region004,PF01039.17,Carboxyl_trans: Carboxyl transferase domain,,NZ_FOZX01000004.1.region004__arts_bgc,✔,,,,,,1
GCF_900116135.1__PF01039.17__14__3734,PF01039.17,GCF_900116135.1,,,1433064,1434678,-1.0,14,3734,,,,✖,✖,✔,,,Carboxyl_trans,ResModel,,✖,,3.2000000000000004e-164,545.5,cog,cog4799,1
GCF_900116135.1__PF01039.17__18__4415,PF01039.17,GCF_900116135.1,,,58683,60324,1.0,18,4415,,,,✖,✖,✔,,,Carboxyl_trans,ResModel,,✖,,9.3e-204,675.9,cog,cog4799,1
GCF_900116135.1__PF01039.17__19__4598,PF01039.17,GCF_900116135.1,,,118359,119925,1.0,19,4598,ResModel,,,✖,✖,✔,NZ_FOZX01000007.1.region001,PF01039.17,Carboxyl_trans: Carboxyl transferase domain,ResModel,NZ_FOZX01000007.1.region001__arts_bgc,✔,,2.1999999999999998e-187,621.9,cog,cog4799,2
GCF_900116135.1__PF01039.17__9__527,PF01039.17,GCF_900116135.1,,,39680,41015,1.0,9,527,,,,✖,✖,✔,,,Carboxyl_trans,ResModel,,✖,,8.6e-28,95.5,cog,cog0777,1
GCF_900116135.1__PF13599.1__14__3401,PF13599.1,GCF_900116135.1,,,1077625,1078216,-1.0,14,3401,ResModel,,,✖,✖,✔,NZ_FOZX01000001.1.region002,PF13599.1,Pentapeptide_4: Pentapeptide repeats (9 copies),ResModel,NZ_FOZX01000001.1.region002__arts_bgc,✔,,6.4000000000000005e-28,95.0,cog,cog1357,2
GCF_900116135.1__PGK__8__482,PGK,GCF_900116135.1,pgk,Phosphoglycerate kinase,125775,126978,1.0,scaffold_8,482,CDS,11.0,GCF_900116135.1__arts_core__PGK,✖,✔,✖,,,,Unclassified,,✖,,,,,,1
GCF_900116135.1__RF0007__12__1608,RF0007,GCF_900116135.1,,,389582,391439,1.0,12,1608,ResModel,,,✖,✖,✔,NZ_FOZX01000003.1.region001,RF0007,ABC_efflux,ResModel,NZ_FOZX01000003.1.region001__arts_bgc,✔,,6.4e-84,280.8,cog,cog1132,2
GCF_900116135.1__RF0007__14__3202,RF0007,GCF_900116135.1,,,858928,862597,1.0,14,3202,,,,✖,✖,✔,,,ABC_efflux,ResModel,,✖,,1.1000000000000002e-165,550.5,lcl,3202,1
GCF_900116135.1__RF0007__20__4816,RF0007,GCF_900116135.1,,,95817,97743,-1.0,20,4816,,,,✖,✖,✔,,,ABC_efflux,ResModel,,✖,,9e-86,286.9,cog,cog1132,1
GCF_900116135.1__RF0053__12__1398,RF0053,GCF_900116135.1,,,39508,40480,-1.0,12,1398,,,,✖,✖,✔,,,ClassA,ResModel,,✖,,5.899999999999999e-90,299.5,lcl,1398,1
GCF_900116135.1__RF0053__9__511,RF0053,GCF_900116135.1,,,18777,19626,1.0,9,511,ResModel,,,✖,✖,✔,NZ_FOZX01000011.1.region001,RF0053,ClassA,ResModel,NZ_FOZX01000011.1.region001__arts_bgc,✔,,2.1e-19,68.0,lcl,511,2
GCF_900116135.1__RF0123__22__5579,RF0123,GCF_900116135.1,,,241991,242768,1.0,22,5579,,,,✖,✖,✔,,,SubclassB1,,,✖,,2.2e-17,61.4,lcl,5579,1
GCF_900116135.1__RF0123__5__149,RF0123,GCF_900116135.1,,,93708,94617,-1.0,5,149,,,,✖,✖,✔,,,SubclassB1,,,✖,,1.5e-19,68.6,lcl,149,1
GCF_900116135.1__RF0123__8__476,RF0123,GCF_900116135.1,,,118188,119154,-1.0,8,476,,,,✖,✖,✔,,,SubclassB1,,,✖,,0.0,46.7,lcl,476,1
GCF_900116135.1__Ribosomal_L10__14__3595,Ribosomal_L10,GCF_900116135.1,rplJ,50S ribosomal protein L10,1294823,1295339,-1.0,scaffold_14,3595,CDS,11.0,GCF_900116135.1__arts_core__Ribosomal_L10,✖,✔,✖,,,,,,✖,,,,,,1
GCF_900116135.1__Ribosomal_L23__14__3559,Ribosomal_L23,GCF_900116135.1,rplW,50S ribosomal protein L23,1242661,1242961,-1.0,scaffold_14,3559,CDS,11.0,GCF_900116135.1__arts_core__Ribosomal_L23,✖,✔,✖,,,,,,✖,,,,,,1
GCF_900116135.1__Ribosomal_S14__10__1077,Ribosomal_S14,44771,rpsN,30S ribosomal protein S14,450972,451278,1.0,scaffold_10,1077,CDS,11.0,GCF_900116135.1__arts_core__Ribosomal_S14,✔,✖,✖,,,,Unclassified,,✖,GCF_900116135.1__arts_dup__Ribosomal_S14,,,,,1
